Emotions,Path
Fear,Datasets\RAVDESS-SONG\Actor_04\03-02-06-02-02-01-04.wav
Fear,Datasets\CREMA-D\1087_IEO_FEA_LO.wav
Anger,Datasets\ESD\0018\Angry\0018_000584.wav
Anger,Datasets\ESD\0015\Angry\0015_000557.wav
Sadness,Datasets\CREMA-D\1025_IWW_SAD_XX.wav
Sadness,Datasets\ESD\0020\Sad\0020_001193.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000043.wav
Sadness,Datasets\TESS\YAF_sad\YAF_nice_sad.wav
Anger,Datasets\ASVP\ASVP5\03-01-05-01-30-29-02-01-02.wav
Surprise,Datasets\ESD\0015\Surprise\0015_001456.wav
Fear,Datasets\RAVDESS\Actor_13\03-01-06-02-02-02-13.wav
Anger,Datasets\TESS\YAF_angry\YAF_time_angry.wav
Happiness,Datasets\TESS\OAF_happy\OAF_make_happy.wav
Happiness,Datasets\ESD\0018\Happy\0018_000869.wav
Happiness,Datasets\ESD\0017\Happy\0017_000846.wav
Surprise,Datasets\TESS\OAF_Pleasant_surprise\OAF_mouse_ps.wav
Fear,Datasets\TESS\OAF_Fear\OAF_numb_fear.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001526.wav
Sadness,Datasets\ESD\0011\Sad\0011_001108.wav
Anger,Datasets\TESS\OAF_angry\OAF_chalk_angry.wav
Sadness,Datasets\ESD\0014\Sad\0014_001212.wav
Surprise,Datasets\ESD\0020\Surprise\0020_001682.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-01-05-65-02-02-02.wav
Surprise,Datasets\ASVP\ASVP6\03-01-08-01-20-125-02-02-02.wav
Neutral,Datasets\CREMA-D\1059_IWW_NEU_XX.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000025.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000087.wav
Anger,Datasets\ASVP\ASVP6\03-01-05-01-01-125-02-02-02-05.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001585.wav
Disgust,Datasets\CREMA-D\1082_DFA_DIS_XX.wav
Anger,Datasets\ESD\0012\Angry\0012_000655.wav
Sadness,Datasets\ESD\0011\Sad\0011_001257.wav
Neutral,Datasets\JL\female2_neutral_9b_2.wav
Sadness,Datasets\ESD\0019\Sad\0019_001120.wav
Anger,Datasets\ESD\0015\Angry\0015_000629.wav
Happiness,Datasets\ESD\0013\Happy\0013_000732.wav
Fear,Datasets\TESS\YAF_fear\YAF_gas_fear.wav
Anger,Datasets\ESD\0013\Angry\0013_000488.wav
Anger,Datasets\SAVEE\JK\a12.wav
Happiness,Datasets\ESD\0016\Happy\0016_000983.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001711.wav
Happiness,Datasets\CREMA-D\1038_IWL_HAP_XX.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001561.wav
Anger,Datasets\ESD\0018\Angry\0018_000597.wav
Happiness,Datasets\ESD\0017\Happy\0017_000968.wav
Disgust,Datasets\TESS\YAF_disgust\YAF_ton_disgust.wav
Happiness,Datasets\ESD\0020\Happy\0020_000859.wav
Anger,Datasets\RAVDESS-SONG\Actor_11\03-02-05-02-01-01-11.wav
Sadness,Datasets\ESD\0020\Sad\0020_001139.wav
Happiness,Datasets\ESD\0012\Happy\0012_000795.wav
Sadness,Datasets\ASVP\ASVP5\03-01-04-02-01-66-02-02-02-24.wav
Sadness,Datasets\ESD\0017\Sad\0017_001251.wav
Anger,Datasets\ESD\0011\Angry\0011_000405.wav
Sadness,Datasets\CREMA-D\1050_WSI_SAD_XX.wav
Anger,Datasets\ESD\0014\Angry\0014_000603.wav
Surprise,Datasets\TESS\OAF_Pleasant_surprise\OAF_burn_ps.wav
Sadness,Datasets\ESD\0013\Sad\0013_001217.wav
Disgust,Datasets\RAVDESS\Actor_18\03-01-07-02-01-02-18.wav
Sadness,Datasets\CREMA-D\1061_ITS_SAD_XX.wav
Surprise,Datasets\TESS\YAF_pleasant_surprised\YAF_life_ps.wav
Sadness,Datasets\ESD\0015\Sad\0015_001153.wav
Happiness,Datasets\ESD\0018\Happy\0018_000718.wav
Sadness,Datasets\CREMA-D\1039_IOM_SAD_XX.wav
Neutral,Datasets\CREMA-D\1060_MTI_NEU_XX.wav
Neutral,Datasets\TESS\YAF_neutral\YAF_said_neutral.wav
Sadness,Datasets\CREMA-D\1062_ITS_SAD_XX.wav
Neutral,Datasets\TESS\YAF_neutral\YAF_road_neutral.wav
Neutral,Datasets\ESD\0020\Neutral\0020_000347.wav
Anger,Datasets\ESD\0020\Angry\0020_000604.wav
Surprise,Datasets\ESD\0018\Surprise\0018_001649.wav
Sadness,Datasets\ESD\0019\Sad\0019_001173.wav
Happiness,Datasets\ESD\0013\Happy\0013_000868.wav
Sadness,Datasets\CREMA-D\1053_TSI_SAD_XX.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000076.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000187.wav
Sadness,Datasets\CREMA-D\1067_IEO_SAD_MD.wav
Sadness,Datasets\RAVDESS-SONG\Actor_22\03-02-04-02-01-01-22.wav
Fear,Datasets\TESS\YAF_fear\YAF_such_fear.wav
Surprise,Datasets\ESD\0018\Surprise\0018_001600.wav
Surprise,Datasets\ASVP\ASVP5\03-01-08-01-16-98-02-02-02-12-66.wav
Surprise,Datasets\ESD\0011\Surprise\0011_001717.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001694.wav
Anger,Datasets\RAVDESS-SONG\Actor_23\03-02-05-02-01-02-23.wav
Anger,Datasets\JL\female1_angry_15a_2.wav
Disgust,Datasets\RAVDESS\Actor_09\03-01-07-02-01-01-09.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000217.wav
Disgust,Datasets\CREMA-D\1073_IEO_DIS_MD.wav
Anger,Datasets\ESD\0014\Angry\0014_000676.wav
Disgust,Datasets\TESS\OAF_disgust\OAF_south_disgust.wav
Happiness,Datasets\RAVDESS-SONG\Actor_17\03-02-03-02-01-02-17.wav
Happiness,Datasets\ESD\0016\Happy\0016_000850.wav
Neutral,Datasets\ESD\0020\Neutral\0020_000203.wav
Sadness,Datasets\CREMA-D\1086_WSI_SAD_XX.wav
Disgust,Datasets\TESS\OAF_disgust\OAF_neat_disgust.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001406.wav
Happiness,Datasets\CREMA-D\1036_DFA_HAP_XX.wav
Sadness,Datasets\CREMA-D\1011_IEO_SAD_MD.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001456.wav
Neutral,Datasets\CREMA-D\1044_MTI_NEU_XX.wav
Fear,Datasets\CREMA-D\1073_TSI_FEA_XX.wav
Anger,Datasets\ESD\0014\Angry\0014_000460.wav
Fear,Datasets\CREMA-D\1037_IOM_FEA_XX.wav
Sadness,Datasets\ESD\0016\Sad\0016_001312.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000187.wav
Fear,Datasets\TESS\OAF_Fear\OAF_mood_fear.wav
Sadness,Datasets\CREMA-D\1090_IWW_SAD_XX.wav
Sadness,Datasets\ESD\0011\Sad\0011_001079.wav
Fear,Datasets\TESS\YAF_fear\YAF_chat_fear.wav
Disgust,Datasets\CREMA-D\1083_MTI_DIS_XX.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001562.wav
Anger,Datasets\ESD\0011\Angry\0011_000424.wav
Anger,Datasets\ESD\0018\Angry\0018_000492.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001497.wav
Happiness,Datasets\ESD\0020\Happy\0020_000976.wav
Neutral,Datasets\CREMA-D\1007_TSI_NEU_XX.wav
Happiness,Datasets\TESS\YAF_happy\YAF_nice_happy.wav
Happiness,Datasets\CREMA-D\1089_IWW_HAP_XX.wav
Neutral,Datasets\CREMA-D\1085_DFA_NEU_XX.wav
Neutral,Datasets\RAVDESS\Actor_22\03-01-02-02-02-01-22.wav
Fear,Datasets\TESS\YAF_fear\YAF_thin_fear.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000079.wav
Anger,Datasets\JL\female2_angry_5b_2.wav
Anger,Datasets\ESD\0019\Angry\0019_000407.wav
Neutral,Datasets\ESD\0014\Neutral\0014_000052.wav
Neutral,Datasets\CREMA-D\1035_IOM_NEU_XX.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000276.wav
Sadness,Datasets\ESD\0018\Sad\0018_001154.wav
Sadness,Datasets\TESS\YAF_sad\YAF_search_sad.wav
Anger,Datasets\ESD\0020\Angry\0020_000517.wav
Surprise,Datasets\ESD\0015\Surprise\0015_001477.wav
Neutral,Datasets\CREMA-D\1080_IWL_NEU_XX.wav
Sadness,Datasets\ESD\0013\Sad\0013_001307.wav
Sadness,Datasets\RAVDESS\Actor_23\03-01-04-01-02-01-23.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001421.wav
Happiness,Datasets\ESD\0015\Happy\0015_000874.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000303.wav
Anger,Datasets\ESD\0014\Angry\0014_000621.wav
Anger,Datasets\ESD\0017\Angry\0017_000518.wav
Anger,Datasets\ESD\0018\Angry\0018_000468.wav
Happiness,Datasets\ESD\0015\Happy\0015_000810.wav
Fear,Datasets\CREMA-D\1059_TAI_FEA_XX.wav
Fear,Datasets\RAVDESS-SONG\Actor_17\03-02-06-02-01-02-17.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000262.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001569.wav
Anger,Datasets\ESD\0012\Angry\0012_000522.wav
Disgust,Datasets\CREMA-D\1084_MTI_DIS_XX.wav
Anger,Datasets\ESD\0011\Angry\0011_000431.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000036.wav
Anger,Datasets\ESD\0015\Angry\0015_000689.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000103.wav
Sadness,Datasets\ESD\0016\Sad\0016_001134.wav
Happiness,Datasets\ESD\0020\Happy\0020_000876.wav
Anger,Datasets\ESD\0013\Angry\0013_000595.wav
Disgust,Datasets\ASVP\ASVP5\03-01-07-01-02-94-02-02-02-37.wav
Sadness,Datasets\ESD\0013\Sad\0013_001267.wav
Neutral,Datasets\ESD\0020\Neutral\0020_000321.wav
Happiness,Datasets\ESD\0020\Happy\0020_000896.wav
Neutral,Datasets\CREMA-D\1038_MTI_NEU_XX.wav
Happiness,Datasets\JL\female1_happy_10a_1.wav
Sadness,Datasets\CREMA-D\1066_IEO_SAD_LO.wav
Happiness,Datasets\CREMA-D\1080_ITH_HAP_XX.wav
Surprise,Datasets\ESD\0015\Surprise\0015_001498.wav
Sadness,Datasets\ESD\0014\Sad\0014_001163.wav
Sadness,Datasets\ESD\0019\Sad\0019_001112.wav
Sadness,Datasets\ESD\0012\Sad\0012_001099.wav
Neutral,Datasets\JL\male2_neutral_13a_1.wav
Fear,Datasets\CREMA-D\1047_ITS_FEA_XX.wav
Sadness,Datasets\CREMA-D\1077_DFA_SAD_XX.wav
Fear,Datasets\CREMA-D\1006_TAI_FEA_XX.wav
Surprise,Datasets\TESS\OAF_Pleasant_surprise\OAF_dab_ps.wav
Anger,Datasets\ESD\0015\Angry\0015_000486.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000194.wav
Sadness,Datasets\CREMA-D\1054_MTI_SAD_XX.wav
Sadness,Datasets\ESD\0013\Sad\0013_001218.wav
Anger,Datasets\CREMA-D\1021_IEO_ANG_MD.wav
Anger,Datasets\CREMA-D\1011_IEO_ANG_MD.wav
Sadness,Datasets\CREMA-D\1048_WSI_SAD_XX.wav
Anger,Datasets\ESD\0016\Angry\0016_000425.wav
Sadness,Datasets\ESD\0020\Sad\0020_001099.wav
Neutral,Datasets\CREMA-D\1026_TAI_NEU_XX.wav
Fear,Datasets\RAVDESS-SONG\Actor_17\03-02-06-02-01-01-17.wav
Neutral,Datasets\ESD\0020\Neutral\0020_000066.wav
Neutral,Datasets\CREMA-D\1070_IEO_NEU_XX.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001746.wav
Anger,Datasets\ESD\0016\Angry\0016_000465.wav
Neutral,Datasets\ESD\0014\Neutral\0014_000146.wav
Sadness,Datasets\CREMA-D\1032_IEO_SAD_HI.wav
Happiness,Datasets\JL\female1_happy_8b_1.wav
Neutral,Datasets\ESD\0015\Neutral\0015_000005.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001438.wav
Happiness,Datasets\RAVDESS-SONG\Actor_08\03-02-03-01-01-01-08.wav
Surprise,Datasets\ESD\0011\Surprise\0011_001529.wav
Sadness,Datasets\ESD\0020\Sad\0020_001064.wav
Disgust,Datasets\TESS\YAF_disgust\YAF_cheek_disgust.wav
Neutral,Datasets\CREMA-D\1032_ITS_NEU_XX.wav
Happiness,Datasets\ASVP\ASVP5\03-01-03-01-19-53-02-02-02.wav
Disgust,Datasets\CREMA-D\1015_TAI_DIS_XX.wav
Neutral,Datasets\TESS\YAF_neutral\YAF_met_neutral.wav
Surprise,Datasets\ASVP\ASVP5\03-01-08-02-01-87-02-02.wav
Sadness,Datasets\JL\female1_sad_9b_2.wav
Sadness,Datasets\ESD\0018\Sad\0018_001194.wav
Anger,Datasets\ESD\0018\Angry\0018_000567.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001727.wav
Happiness,Datasets\ESD\0015\Happy\0015_000815.wav
Neutral,Datasets\ESD\0018\Neutral\0018_000291.wav
Neutral,Datasets\ESD\0013\Neutral\0013_000145.wav
Anger,Datasets\ESD\0013\Angry\0013_000477.wav
Anger,Datasets\CREMA-D\1033_MTI_ANG_XX.wav
Disgust,Datasets\TESS\YAF_disgust\YAF_doll_disgust.wav
Happiness,Datasets\ESD\0011\Happy\0011_000725.wav
Happiness,Datasets\ESD\0015\Happy\0015_000765.wav
Happiness,Datasets\ESD\0020\Happy\0020_000797.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001403.wav
Happiness,Datasets\JL\male2_happy_10a_1.wav
Surprise,Datasets\ESD\0011\Surprise\0011_001459.wav
Sadness,Datasets\ESD\0013\Sad\0013_001216.wav
Surprise,Datasets\SAVEE\KL\su08.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001430.wav
Anger,Datasets\CREMA-D\1028_MTI_ANG_XX.wav
Happiness,Datasets\ESD\0017\Happy\0017_000809.wav
Surprise,Datasets\ESD\0017\Surprise\0017_001602.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000172.wav
Neutral,Datasets\CREMA-D\1042_IWW_NEU_XX.wav
Happiness,Datasets\CREMA-D\1074_DFA_HAP_XX.wav
Neutral,Datasets\ESD\0020\Neutral\0020_000280.wav
Happiness,Datasets\ESD\0011\Happy\0011_000709.wav
Neutral,Datasets\ASVP\ASVP6\03-01-02-01-03-127-02-02-02.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001587.wav
Sadness,Datasets\ESD\0020\Sad\0020_001295.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000251.wav
Sadness,Datasets\ESD\0019\Sad\0019_001287.wav
Anger,Datasets\ESD\0014\Angry\0014_000392.wav
Sadness,Datasets\ESD\0012\Sad\0012_001383.wav
Disgust,Datasets\CREMA-D\1050_IWW_DIS_XX.wav
Anger,Datasets\ASVP\ASVP5\03-01-05-01-02-55-02-02-02-15-03.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000173.wav
Neutral,Datasets\CREMA-D\1090_ITH_NEU_XX.wav
Happiness,Datasets\CREMA-D\1027_IEO_HAP_LO.wav
Disgust,Datasets\RAVDESS\Actor_20\03-01-07-01-01-01-20.wav
Anger,Datasets\ESD\0014\Angry\0014_000513.wav
Surprise,Datasets\ESD\0015\Surprise\0015_001634.wav
Happiness,Datasets\CREMA-D\1044_IEO_HAP_MD.wav
Neutral,Datasets\ESD\0018\Neutral\0018_000120.wav
Surprise,Datasets\ESD\0017\Surprise\0017_001542.wav
Sadness,Datasets\JL\male1_sad_11b_2.wav
Neutral,Datasets\ESD\0014\Neutral\0014_000348.wav
Anger,Datasets\ESD\0015\Angry\0015_000509.wav
Surprise,Datasets\ESD\0020\Surprise\0020_001447.wav
Surprise,Datasets\ESD\0020\Surprise\0020_001615.wav
Neutral,Datasets\ESD\0015\Neutral\0015_000216.wav
Anger,Datasets\ESD\0011\Angry\0011_000662.wav
Sadness,Datasets\TESS\YAF_sad\YAF_live_sad.wav
Sadness,Datasets\CREMA-D\1080_IEO_SAD_LO.wav
Surprise,Datasets\ESD\0011\Surprise\0011_001542.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001710.wav
Sadness,Datasets\ESD\0012\Sad\0012_001051.wav
Happiness,Datasets\RAVDESS\Actor_14\03-01-03-02-01-01-14.wav
Sadness,Datasets\ESD\0016\Sad\0016_001118.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000005.wav
Anger,Datasets\CREMA-D\1056_IEO_ANG_LO.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000018.wav
Anger,Datasets\ESD\0015\Angry\0015_000622.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001726.wav
Sadness,Datasets\ASVP\ASVP5\03-01-04-01-29-41-02-01-02.wav
Disgust,Datasets\CREMA-D\1061_ITH_DIS_XX.wav
Happiness,Datasets\CREMA-D\1062_TSI_HAP_XX.wav
Happiness,Datasets\ESD\0018\Happy\0018_000846.wav
Fear,Datasets\CREMA-D\1030_TSI_FEA_XX.wav
Anger,Datasets\ASVP\ASVP5\03-01-05-01-20-69-02-02-02.wav
Disgust,Datasets\CREMA-D\1038_ITS_DIS_XX.wav
Surprise,Datasets\ASVP\ASVP5\03-01-08-01-30-73-02-02-02-77.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001716.wav
Neutral,Datasets\ESD\0014\Neutral\0014_000170.wav
Happiness,Datasets\ESD\0014\Happy\0014_000796.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000011.wav
Sadness,Datasets\ESD\0014\Sad\0014_001192.wav
Happiness,Datasets\ESD\0019\Happy\0019_001025.wav
Sadness,Datasets\ESD\0016\Sad\0016_001068.wav
Sadness,Datasets\ESD\0020\Sad\0020_001323.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000029.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000069.wav
Anger,Datasets\ESD\0018\Angry\0018_000664.wav
Neutral,Datasets\ESD\0014\Neutral\0014_000163.wav
Neutral,Datasets\CREMA-D\1005_ITS_NEU_XX.wav
Anger,Datasets\TESS\OAF_angry\OAF_lose_angry.wav
Disgust,Datasets\CREMA-D\1077_IEO_DIS_HI.wav
Anger,Datasets\ESD\0017\Angry\0017_000495.wav
Neutral,Datasets\ESD\0013\Neutral\0013_000050.wav
Anger,Datasets\ESD\0017\Angry\0017_000569.wav
Sadness,Datasets\CREMA-D\1090_ITS_SAD_XX.wav
Sadness,Datasets\CREMA-D\1075_ITS_SAD_XX.wav
Neutral,Datasets\ESD\0018\Neutral\0018_000163.wav
Neutral,Datasets\TESS\OAF_neutral\OAF_bone_neutral.wav
Sadness,Datasets\ESD\0016\Sad\0016_001078.wav
Happiness,Datasets\ESD\0016\Happy\0016_001012.wav
Surprise,Datasets\ESD\0018\Surprise\0018_001672.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-01-27-55-02-02-02-04.wav
Anger,Datasets\CREMA-D\1089_IOM_ANG_XX.wav
Anger,Datasets\RAVDESS\Actor_17\03-01-05-01-02-01-17.wav
Happiness,Datasets\RAVDESS-SONG\Actor_10\03-02-03-01-02-02-10.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001410.wav
Fear,Datasets\CREMA-D\1067_TSI_FEA_XX.wav
Fear,Datasets\TESS\OAF_Fear\OAF_learn_fear.wav
Sadness,Datasets\ESD\0013\Sad\0013_001120.wav
Neutral,Datasets\ESD\0013\Neutral\0013_000096.wav
Sadness,Datasets\ESD\0014\Sad\0014_001249.wav
Anger,Datasets\CREMA-D\1015_TSI_ANG_XX.wav
Neutral,Datasets\ESD\0013\Neutral\0013_000044.wav
Sadness,Datasets\ESD\0012\Sad\0012_001278.wav
Anger,Datasets\ESD\0017\Angry\0017_000365.wav
Disgust,Datasets\TESS\YAF_disgust\YAF_goal_disgust.wav
Neutral,Datasets\ESD\0018\Neutral\0018_000168.wav
Fear,Datasets\TESS\YAF_fear\YAF_soup_fear.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-01-21-54-02-02-02-01.wav
Happiness,Datasets\ESD\0012\Happy\0012_000961.wav
Fear,Datasets\CREMA-D\1043_IEO_FEA_MD.wav
Sadness,Datasets\CREMA-D\1047_MTI_SAD_XX.wav
Happiness,Datasets\TESS\YAF_happy\YAF_ring_happy.wav
Happiness,Datasets\ESD\0011\Happy\0011_000743.wav
Fear,Datasets\CREMA-D\1071_IEO_FEA_LO.wav
Neutral,Datasets\CREMA-D\1058_MTI_NEU_XX.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000042.wav
Sadness,Datasets\CREMA-D\1011_TAI_SAD_XX.wav
Sadness,Datasets\ESD\0014\Sad\0014_001073.wav
Happiness,Datasets\CREMA-D\1082_ITH_HAP_XX.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000209.wav
Anger,Datasets\RAVDESS\Actor_05\03-01-05-01-01-02-05.wav
Neutral,Datasets\JL\male2_neutral_3b_2.wav
Surprise,Datasets\ESD\0018\Surprise\0018_001695.wav
Happiness,Datasets\ESD\0014\Happy\0014_000821.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001488.wav
Sadness,Datasets\ESD\0017\Sad\0017_001328.wav
Happiness,Datasets\ESD\0016\Happy\0016_000890.wav
Neutral,Datasets\RAVDESS-SONG\Actor_20\03-02-01-01-02-02-20.wav
Happiness,Datasets\ESD\0019\Happy\0019_000773.wav
Neutral,Datasets\ESD\0014\Neutral\0014_000195.wav
Fear,Datasets\TESS\YAF_fear\YAF_cool_fear.wav
Anger,Datasets\ASVP\ASVP5\03-01-05-01-22-107-02-02-02-15.wav
Anger,Datasets\ESD\0012\Angry\0012_000569.wav
Neutral,Datasets\CREMA-D\1068_TIE_NEU_XX.wav
Sadness,Datasets\ESD\0019\Sad\0019_001093.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000084.wav
Sadness,Datasets\JL\male2_sad_12b_2.wav
Happiness,Datasets\ESD\0011\Happy\0011_000801.wav
Sadness,Datasets\ESD\0017\Sad\0017_001136.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000144.wav
Happiness,Datasets\ESD\0013\Happy\0013_000955.wav
Sadness,Datasets\ESD\0011\Sad\0011_001204.wav
Anger,Datasets\TESS\YAF_angry\YAF_reach_angry.wav
Sadness,Datasets\CREMA-D\1002_TIE_SAD_XX.wav
Neutral,Datasets\ESD\0014\Neutral\0014_000155.wav
Neutral,Datasets\TESS\OAF_neutral\OAF_peg_neutral.wav
Anger,Datasets\ESD\0015\Angry\0015_000606.wav
Neutral,Datasets\RAVDESS\Actor_15\03-01-02-01-02-02-15.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-01-61-28-02-02-02.wav
Disgust,Datasets\CREMA-D\1057_IEO_DIS_LO.wav
Disgust,Datasets\CREMA-D\1007_MTI_DIS_XX.wav
Happiness,Datasets\ESD\0015\Happy\0015_000903.wav
Anger,Datasets\ESD\0012\Angry\0012_000492.wav
Anger,Datasets\JL\female2_angry_12b_1.wav
Sadness,Datasets\CREMA-D\1085_IOM_SAD_XX.wav
Neutral,Datasets\CREMA-D\1022_TAI_NEU_XX.wav
Neutral,Datasets\CREMA-D\1070_IWL_NEU_XX.wav
Anger,Datasets\ESD\0014\Angry\0014_000533.wav
Happiness,Datasets\ESD\0015\Happy\0015_000732.wav
Happiness,Datasets\ESD\0014\Happy\0014_000938.wav
Fear,Datasets\TESS\YAF_fear\YAF_ditch_fear.wav
Anger,Datasets\RAVDESS-SONG\Actor_24\03-02-05-02-01-01-24.wav
Fear,Datasets\CREMA-D\1064_IOM_FEA_XX.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000297.wav
Neutral,Datasets\RAVDESS\Actor_24\03-01-01-01-01-01-24.wav
Fear,Datasets\ASVP\ASVP5\03-01-06-01-15-60-02-02-02.wav
Anger,Datasets\ESD\0013\Angry\0013_000685.wav
Anger,Datasets\ASVP\ASVP5\03-01-05-01-04-55-02-02-02-06.wav
Sadness,Datasets\TESS\OAF_Sad\OAF_lid_sad.wav
Neutral,Datasets\ESD\0015\Neutral\0015_000285.wav
Sadness,Datasets\ESD\0012\Sad\0012_001266.wav
Sadness,Datasets\CREMA-D\1076_TSI_SAD_XX.wav
Sadness,Datasets\ESD\0015\Sad\0015_001303.wav
Happiness,Datasets\ESD\0018\Happy\0018_000815.wav
Happiness,Datasets\CREMA-D\1087_IEO_HAP_HI.wav
Anger,Datasets\ESD\0011\Angry\0011_000569.wav
Anger,Datasets\CREMA-D\1069_IEO_ANG_HI.wav
Happiness,Datasets\JL\female1_happy_13b_2.wav
Anger,Datasets\ESD\0018\Angry\0018_000560.wav
Sadness,Datasets\JL\female1_sad_14b_1.wav
Surprise,Datasets\SAVEE\JK\su11.wav
Sadness,Datasets\ESD\0011\Sad\0011_001114.wav
Happiness,Datasets\CREMA-D\1091_TSI_HAP_XX.wav
Sadness,Datasets\CREMA-D\1043_IWW_SAD_XX.wav
Anger,Datasets\ESD\0018\Angry\0018_000503.wav
Surprise,Datasets\TESS\YAF_pleasant_surprised\YAF_talk_ps.wav
Neutral,Datasets\TESS\YAF_neutral\YAF_bought_neutral.wav
Sadness,Datasets\ESD\0012\Sad\0012_001174.wav
Anger,Datasets\TESS\YAF_angry\YAF_week_angry.wav
Sadness,Datasets\ESD\0017\Sad\0017_001225.wav
Sadness,Datasets\ESD\0014\Sad\0014_001160.wav
Disgust,Datasets\CREMA-D\1017_IWL_DIS_XX.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000014.wav
Neutral,Datasets\RAVDESS\Actor_13\03-01-02-01-01-01-13.wav
Neutral,Datasets\RAVDESS-SONG\Actor_11\03-02-02-02-01-01-11.wav
Happiness,Datasets\CREMA-D\1082_IOM_HAP_XX.wav
Neutral,Datasets\ESD\0020\Neutral\0020_000071.wav
Happiness,Datasets\ESD\0011\Happy\0011_000882.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001636.wav
Happiness,Datasets\JL\female1_happy_9b_1.wav
Neutral,Datasets\CREMA-D\1069_TIE_NEU_XX.wav
Disgust,Datasets\CREMA-D\1008_ITH_DIS_XX.wav
Happiness,Datasets\ESD\0013\Happy\0013_000821.wav
Sadness,Datasets\ESD\0015\Sad\0015_001166.wav
Sadness,Datasets\ESD\0016\Sad\0016_001159.wav
Disgust,Datasets\CREMA-D\1019_WSI_DIS_XX.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000254.wav
Sadness,Datasets\TESS\OAF_Sad\OAF_week_sad.wav
Happiness,Datasets\CREMA-D\1080_IOM_HAP_XX.wav
Fear,Datasets\RAVDESS\Actor_04\03-01-06-01-02-01-04.wav
Happiness,Datasets\CREMA-D\1034_DFA_HAP_XX.wav
Happiness,Datasets\ESD\0019\Happy\0019_000992.wav
Sadness,Datasets\TESS\YAF_sad\YAF_lid_sad.wav
Anger,Datasets\ESD\0015\Angry\0015_000599.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000339.wav
Disgust,Datasets\CREMA-D\1046_IEO_DIS_HI.wav
Neutral,Datasets\ESD\0011\Neutral\0011_000138.wav
Anger,Datasets\ESD\0019\Angry\0019_000392.wav
Anger,Datasets\ESD\0018\Angry\0018_000576.wav
Happiness,Datasets\ESD\0014\Happy\0014_000815.wav
Happiness,Datasets\ESD\0015\Happy\0015_000971.wav
Sadness,Datasets\JL\male1_sad_7b_1.wav
Sadness,Datasets\ESD\0020\Sad\0020_001292.wav
Sadness,Datasets\CREMA-D\1073_ITH_SAD_XX.wav
